"producing_analysis","current_path","artifact_type","canonical_or_intermediate","downstream_consumers","n_downstream_consumers","manuscript_consumer","size","tracked","frozen","frozen_beneath","is_directory","exists_on_disk","proposed_path","migration_strategy","path_changes"
"analysis/05_wgcna/summarize_module_interpretation.R","results/tables/06_modules_WGCNA/interpretable_summary/<dataset>/WGCNA_label_candidates.csv","tables","CANONICAL_RESULT","build_module_identity_contract.R | render_module_figures.R | summarize_module_scores.R | render_microglia_module_figures.R | test_microglia_neuropil_independence.R | audit_module_robustness.R | audit_module_claim_readiness.R | audit_module_label_coherence.R | adjudicate_module_labels.R | build_module_label_registry.R | test_module_behaviour_coupling.R | build_cross_compartment_atlas.R | build_biological_claims_table.R | build_evidence_priority_matrix.R | test_enrichment_module_concordance.R | summarize_enrichment_module_concordance.R | build_candidate_protein_shortlist.R | render_module_circular_atlas.R | summarize_module_cross_compartment.R",19,FALSE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/wgcna/summarize_module_interpretation/<dataset>/tables/WGCNA_label_candidates.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/05_wgcna/test_microglia_neuropil_independence.R","results/tables/06_modules_WGCNA/microglia_neuropil_independence/microglia/microglia_module_neuropil_independence_classification.csv","tables","CANONICAL_RESULT","render_microglia_independence_figures.R | audit_microglia_module_claims.R | audit_module_claim_readiness.R | build_biological_claims_table.R | render_module_circular_atlas.R",5,FALSE,8094,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/test_microglia_neuropil_independence/<dataset>/tables/microglia_module_neuropil_independence_classification.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/05_wgcna/test_microglia_neuropil_independence.R","results/tables/06_modules_WGCNA/microglia_neuropil_independence/microglia/microglia_neuropil_independence_effects.csv","tables","CANONICAL_RESULT","render_microglia_independence_figures.R | audit_microglia_module_claims.R | build_biological_claims_table.R | render_module_circular_atlas.R",4,FALSE,965574,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/test_microglia_neuropil_independence/<dataset>/tables/microglia_neuropil_independence_effects.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/05_wgcna/test_microglia_neuropil_independence.R","results/tables/06_modules_WGCNA/microglia_neuropil_independence/microglia/WGCNA_module_inferential_handoff_with_neuropil_independence.csv","tables","CANONICAL_RESULT","render_microglia_independence_figures.R | audit_microglia_module_claims.R | build_biological_claims_table.R | render_module_circular_atlas.R",4,FALSE,3583869,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/test_microglia_neuropil_independence/<dataset>/tables/WGCNA_module_inferential_handoff_with_neuropil_independence.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/05_wgcna/summarize_microglia_roi_specificity.R","results/tables/06_modules_WGCNA/microglia_roi_specificity/microglia/","tables","CANONICAL_RESULT","build_biological_claims_table.R | render_module_circular_atlas.R",2,FALSE,115769,FALSE,FALSE,0,TRUE,TRUE,"results/wgcna/summarize_microglia_roi_specificity/<dataset>/tables/","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/05_wgcna/annotate_module_microenvironment.R","results/tables/06_modules_WGCNA/module_annotation/<dataset>/WGCNA_module_biological_annotation.csv","tables","CANONICAL_RESULT","build_module_identity_contract.R | summarize_module_interpretation.R | summarize_microglia_roi_specificity.R | summarize_module_complex_architecture.R | audit_module_claim_readiness.R | audit_module_label_coherence.R | adjudicate_module_labels.R | build_cross_compartment_atlas.R | build_biological_claims_table.R | summarize_enrichment_module_concordance.R | render_module_circular_atlas.R | summarize_module_cross_compartment.R",12,FALSE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/wgcna/annotate_module_microenvironment/<dataset>/tables/WGCNA_module_biological_annotation.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/05_wgcna/annotate_module_microenvironment.R","results/tables/06_modules_WGCNA/module_annotation/<dataset>/WGCNA_module_targeted_signature_overlap_details.csv","tables","CANONICAL_RESULT","build_module_identity_contract.R | summarize_module_interpretation.R | summarize_microglia_roi_specificity.R | summarize_module_complex_architecture.R | audit_module_claim_readiness.R | audit_module_label_coherence.R | adjudicate_module_labels.R | build_cross_compartment_atlas.R | build_biological_claims_table.R | summarize_enrichment_module_concordance.R | render_module_circular_atlas.R | summarize_module_cross_compartment.R",12,FALSE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/wgcna/annotate_module_microenvironment/<dataset>/tables/WGCNA_module_targeted_signature_overlap_details.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/05_wgcna/annotate_module_microenvironment.R","results/tables/06_modules_WGCNA/module_annotation/<dataset>/WGCNA_supermodule_biological_annotation.csv","tables","CANONICAL_RESULT","build_module_identity_contract.R | summarize_module_interpretation.R | summarize_microglia_roi_specificity.R | summarize_module_complex_architecture.R | audit_module_claim_readiness.R | audit_module_label_coherence.R | adjudicate_module_labels.R | build_cross_compartment_atlas.R | build_biological_claims_table.R | summarize_enrichment_module_concordance.R | render_module_circular_atlas.R | summarize_module_cross_compartment.R",12,FALSE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/wgcna/annotate_module_microenvironment/<dataset>/tables/WGCNA_supermodule_biological_annotation.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/05_wgcna/summarize_module_complex_architecture.R","results/tables/06_modules_WGCNA/module_complex_architecture/<dataset>/module_complex_architecture.csv","tables","CANONICAL_RESULT","build_cross_compartment_atlas.R | build_biological_claims_table.R | render_module_circular_atlas.R",3,FALSE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/wgcna/summarize_module_complex_architecture/<dataset>/tables/module_complex_architecture.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/05_wgcna/audit_module_robustness.R","results/tables/06_modules_WGCNA/module_robustness_sensitivity/<dataset>/module_robustness_sensitivity.csv","tables","CANONICAL_RESULT","audit_microglia_module_claims.R | audit_module_claim_readiness.R | build_cross_compartment_atlas.R | build_biological_claims_table.R | render_module_circular_atlas.R",5,FALSE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/wgcna/audit_module_robustness/<dataset>/tables/module_robustness_sensitivity.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/05_wgcna/score_module_activity.R","results/tables/06_modules_WGCNA/module_score/<dataset>/","tables","CANONICAL_RESULT","summarize_module_scores.R | build_biological_claims_table.R | render_module_circular_atlas.R",3,FALSE,NA,FALSE,FALSE,0,TRUE,FALSE,"results/wgcna/score_module_activity/<dataset>/tables/","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/05_wgcna/summarize_module_scores.R","results/tables/06_modules_WGCNA/score_publication_summary/<dataset>/WGCNA_score_publication_validation.csv","tables","CANONICAL_RESULT","build_module_identity_contract.R | build_biological_claims_table.R | render_module_circular_atlas.R",3,FALSE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/wgcna/summarize_module_scores/<dataset>/tables/WGCNA_score_publication_validation.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/05_wgcna/render_module_figures.R","results/tables/06_modules_WGCNA/wgcna_publication_figures/microglia/WGCNA_publication_figure_validation.csv","tables","CANONICAL_RESULT","build_biological_claims_table.R | render_module_circular_atlas.R",2,FALSE,566,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/render_module_figures/<dataset>/tables/WGCNA_publication_figure_validation.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/05_wgcna/render_microglia_module_figures.R","results/tables/06_modules_WGCNA/wgcna_publication_figures_corrected/microglia/supermodule_group_effects_standardized.csv","tables","CANONICAL_RESULT","build_biological_claims_table.R | render_module_circular_atlas.R",2,FALSE,2803346,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/render_microglia_module_figures/<dataset>/tables/supermodule_group_effects_standardized.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/05_wgcna/render_microglia_module_figures.R","results/tables/06_modules_WGCNA/wgcna_publication_figures_corrected/microglia/WGCNA_corrected_publication_figure_validation.csv","tables","CANONICAL_RESULT","build_biological_claims_table.R | render_module_circular_atlas.R",2,FALSE,284,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/render_microglia_module_figures/<dataset>/tables/WGCNA_corrected_publication_figure_validation.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/07_spatial_networks/test_differential_network_stability.R","results/tables/07_spatial_networks/bootstrap_differential_network_stability/01_Tables/bootstrap_differential_edge_stability_summary.csv","tables","CANONICAL_RESULT","render_differential_network_figures.R | render_network_chord_diagram.R | validate_network_workbook.R",3,FALSE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/spatial_networks/test_differential_network_stability/<dataset>/tables/01_Tables/bootstrap_differential_edge_stability_summary.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/07_spatial_networks/test_network_stability.R","results/tables/07_spatial_networks/bootstrap_network_stability/","tables","CANONICAL_RESULT","render_network_chord_diagram.R | validate_network_workbook.R",2,FALSE,111098,FALSE,FALSE,0,TRUE,TRUE,"results/spatial_networks/test_network_stability/<dataset>/tables/","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/07_spatial_networks/build_differential_networks.R","results/tables/07_spatial_networks/differential_networks/all_group_edges_long.csv","tables","CANONICAL_RESULT","render_network_chord_diagram.R | validate_network_workbook.R",2,FALSE,1164,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_networks/build_differential_networks/<dataset>/tables/all_group_edges_long.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/07_spatial_networks/build_differential_networks.R","results/tables/07_spatial_networks/differential_networks/differential_networks_summary.xlsx","tables","CANONICAL_RESULT","render_network_chord_diagram.R | validate_network_workbook.R",2,FALSE,21158,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_networks/build_differential_networks/<dataset>/tables/differential_networks_summary.xlsx","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/07_spatial_networks/build_differential_networks.R","results/tables/07_spatial_networks/differential_networks/rewiring_summary_counts.csv","tables","CANONICAL_RESULT","render_network_chord_diagram.R | validate_network_workbook.R",2,FALSE,179,FALSE,FALSE,0,FALSE,TRUE,"results/spatial_networks/build_differential_networks/<dataset>/tables/rewiring_summary_counts.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/08_integration/audit_animal_id_integrity.R","results/tables/08_behavior_physio_coupling/animal_id_integrity/animal_id_normalization_blast_radius.csv","tables","CANONICAL_RESULT","summarize_ca2_slm_robustness.R",1,FALSE,2074,FALSE,FALSE,0,FALSE,TRUE,"results/integration/audit_animal_id_integrity/global/tables/animal_id_normalization_blast_radius.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/08_integration/audit_animal_id_integrity.R","results/tables/08_behavior_physio_coupling/animal_id_integrity/animal_id_normalization_consumer_audit.csv","tables","CANONICAL_RESULT","summarize_ca2_slm_robustness.R",1,FALSE,2249,FALSE,FALSE,0,FALSE,TRUE,"results/integration/audit_animal_id_integrity/global/tables/animal_id_normalization_consumer_audit.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/08_integration/audit_animal_id_integrity.R","results/tables/08_behavior_physio_coupling/animal_id_integrity/animal_id_resolution_report.csv","tables","CANONICAL_RESULT","summarize_ca2_slm_robustness.R",1,FALSE,27690,FALSE,FALSE,0,FALSE,TRUE,"results/integration/audit_animal_id_integrity/global/tables/animal_id_resolution_report.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/08_integration/test_behaviour_proteomics_associations.R","results/tables/08_behavior_physio_coupling/correlate_proteomics_with_behavior/join_diagnostics_summary.csv","tables","CANONICAL_RESULT","",0,FALSE,182,FALSE,FALSE,0,FALSE,TRUE,"results/integration/test_behaviour_proteomics_associations/<dataset>/tables/join_diagnostics_summary.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/test_module_behaviour_coupling.R","results/tables/08_behavior_physio_coupling/module_behavior_coupling/<dataset>/module_behavior_coupling.csv","tables","CANONICAL_RESULT","build_cross_compartment_atlas.R",1,FALSE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/integration/test_module_behaviour_coupling/<dataset>/tables/module_behavior_coupling.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/08_integration/build_cross_compartment_atlas.R","results/tables/10_biological_integration/cross_compartment_program_atlas/global/cross_compartment_program_atlas.csv","tables","CANONICAL_RESULT","summarize_programs_for_manuscript.R",1,FALSE,2608,FALSE,FALSE,0,FALSE,TRUE,"results/integration/build_cross_compartment_atlas/global/tables/cross_compartment_program_atlas.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/08_integration/build_cross_compartment_atlas.R","results/tables/10_biological_integration/cross_compartment_program_atlas/global/cross_compartment_program_atlas_long.csv","tables","CANONICAL_RESULT","summarize_programs_for_manuscript.R | build_evidence_priority_matrix.R",2,FALSE,2608804,FALSE,FALSE,0,FALSE,TRUE,"results/integration/build_cross_compartment_atlas/global/tables/cross_compartment_program_atlas_long.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/08_integration/build_evidence_priority_matrix.R","results/tables/10_biological_integration/evidence_priority_matrix/global/evidence_priority_matrix.csv","tables","CANONICAL_RESULT","render_module_circular_atlas.R",1,FALSE,4932,FALSE,FALSE,0,FALSE,TRUE,"results/integration/build_evidence_priority_matrix/global/tables/evidence_priority_matrix.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/08_integration/build_evidence_priority_matrix.R","results/tables/10_biological_integration/final_evidence_bundle/global/","tables","CANONICAL_RESULT","summarize_module_cross_compartment.R",1,FALSE,9827262,FALSE,FALSE,0,TRUE,TRUE,"results/integration/build_evidence_priority_matrix/global/tables/","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/08_integration/build_evidence_priority_matrix.R","results/tables/10_biological_integration/final_evidence_bundle/global/final_biological_evidence_bundle.xlsx","tables","CANONICAL_RESULT","summarize_module_cross_compartment.R",1,FALSE,1360038,FALSE,FALSE,0,FALSE,TRUE,"results/integration/build_evidence_priority_matrix/global/tables/final_biological_evidence_bundle.xlsx","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/08_integration/test_enrichment_module_concordance.R","results/tables/10_biological_integration/gsea_wgcna_concordance/global/adaptive_resilience_pattern_summary.csv","tables","CANONICAL_RESULT","summarize_enrichment_module_concordance.R",1,FALSE,9008,FALSE,FALSE,0,FALSE,TRUE,"results/integration/test_enrichment_module_concordance/global/tables/adaptive_resilience_pattern_summary.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/08_integration/test_enrichment_module_concordance.R","results/tables/10_biological_integration/gsea_wgcna_concordance/global/gsea_wgcna_concordance_audit.csv","tables","CANONICAL_RESULT","",0,FALSE,40327,FALSE,FALSE,0,FALSE,TRUE,"results/integration/test_enrichment_module_concordance/global/tables/gsea_wgcna_concordance_audit.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/test_enrichment_module_concordance.R","results/tables/10_biological_integration/gsea_wgcna_concordance/global/gsea_wgcna_concordance_long.csv","tables","CANONICAL_RESULT","summarize_enrichment_module_concordance.R",1,FALSE,5560916,FALSE,FALSE,0,FALSE,TRUE,"results/integration/test_enrichment_module_concordance/global/tables/gsea_wgcna_concordance_long.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/08_integration/test_enrichment_module_concordance.R","results/tables/10_biological_integration/gsea_wgcna_concordance/global/gsea_wgcna_concordance_summary.csv","tables","CANONICAL_RESULT","",0,FALSE,20383,FALSE,FALSE,0,FALSE,TRUE,"results/integration/test_enrichment_module_concordance/global/tables/gsea_wgcna_concordance_summary.csv","REPOINT_WRITER_ONLY",TRUE
